"Story","Title","Result","Date","Stability","Duration (s)"
"MERCURIO: Ampliacion campo Numero documento de identidad","Menu Clientes / Opcion Registro de clientes","SUCCESS","2020-09-08T10:46:59.956-05:00[America/Bogota]","0.0","120.65"
